,timeslice,commodity,region,installed,technology,year,agent,category,sector,consumption
44,"('all-year', 'all-week', 'evening')",electricity,R1,2020.00000000000,heatpump,2020.00000000000,A1,retrofit,residential,0.00000000000
45,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,heatpump,2020.00000000000,A1,retrofit,residential,0.00000000000
46,"('all-year', 'all-week', 'evening')",heat,R1,2020.00000000000,heatpump,2020.00000000000,A1,retrofit,residential,0.00000000000
47,"('all-year', 'all-week', 'evening')",CO2f,R1,2020.00000000000,heatpump,2020.00000000000,A1,retrofit,residential,0.00000000000
48,"('all-year', 'all-week', 'night')",electricity,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,0.00000000000
49,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,0.34800000000
50,"('all-year', 'all-week', 'night')",heat,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,0.00000000000
51,"('all-year', 'all-week', 'night')",CO2f,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,0.00000000000
52,"('all-year', 'all-week', 'night')",electricity,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
53,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
54,"('all-year', 'all-week', 'night')",heat,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
55,"('all-year', 'all-week', 'night')",CO2f,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
56,"('all-year', 'all-week', 'morning')",electricity,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,0.00000000000
57,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,0.52200000000
58,"('all-year', 'all-week', 'morning')",heat,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,0.00000000000
59,"('all-year', 'all-week', 'morning')",CO2f,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,0.00000000000
60,"('all-year', 'all-week', 'morning')",electricity,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
61,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
62,"('all-year', 'all-week', 'morning')",heat,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
63,"('all-year', 'all-week', 'morning')",CO2f,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
64,"('all-year', 'all-week', 'afternoon')",electricity,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,0.00000000000
65,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,0.34800000000
66,"('all-year', 'all-week', 'afternoon')",heat,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,0.00000000000
67,"('all-year', 'all-week', 'afternoon')",CO2f,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,0.00000000000
68,"('all-year', 'all-week', 'afternoon')",electricity,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
69,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
70,"('all-year', 'all-week', 'afternoon')",heat,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
71,"('all-year', 'all-week', 'afternoon')",CO2f,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
72,"('all-year', 'all-week', 'early-peak')",electricity,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,0.00000000000
73,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,0.52200000000
74,"('all-year', 'all-week', 'early-peak')",heat,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,0.00000000000
75,"('all-year', 'all-week', 'early-peak')",CO2f,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,0.00000000000
76,"('all-year', 'all-week', 'early-peak')",electricity,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
77,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
78,"('all-year', 'all-week', 'early-peak')",heat,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
79,"('all-year', 'all-week', 'early-peak')",CO2f,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
80,"('all-year', 'all-week', 'late-peak')",electricity,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,0.00000000000
81,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,1.04400000000
82,"('all-year', 'all-week', 'late-peak')",heat,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,0.00000000000
83,"('all-year', 'all-week', 'late-peak')",CO2f,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,0.00000000000
84,"('all-year', 'all-week', 'late-peak')",electricity,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
85,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
86,"('all-year', 'all-week', 'late-peak')",heat,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
87,"('all-year', 'all-week', 'late-peak')",CO2f,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
88,"('all-year', 'all-week', 'evening')",electricity,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,0.00000000000
89,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,0.69600000000
90,"('all-year', 'all-week', 'evening')",heat,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,0.00000000000
91,"('all-year', 'all-week', 'evening')",CO2f,R1,2020.00000000000,gasboiler,2020.00000000000,A2,retrofit,residential,0.00000000000
92,"('all-year', 'all-week', 'evening')",electricity,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
93,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
94,"('all-year', 'all-week', 'evening')",heat,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
95,"('all-year', 'all-week', 'evening')",CO2f,R1,2020.00000000000,heatpump,2020.00000000000,A2,retrofit,residential,0.00000000000
96,"('all-year', 'all-week', 'night')",electricity,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
97,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
98,"('all-year', 'all-week', 'night')",CO2f,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
99,"('all-year', 'all-week', 'night')",wind,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
100,"('all-year', 'all-week', 'night')",electricity,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
101,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
102,"('all-year', 'all-week', 'night')",CO2f,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
103,"('all-year', 'all-week', 'night')",wind,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
104,"('all-year', 'all-week', 'morning')",electricity,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
105,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
106,"('all-year', 'all-week', 'morning')",CO2f,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
107,"('all-year', 'all-week', 'morning')",wind,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
108,"('all-year', 'all-week', 'morning')",electricity,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
109,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
110,"('all-year', 'all-week', 'morning')",CO2f,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
111,"('all-year', 'all-week', 'morning')",wind,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
112,"('all-year', 'all-week', 'afternoon')",electricity,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
113,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
114,"('all-year', 'all-week', 'afternoon')",CO2f,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
115,"('all-year', 'all-week', 'afternoon')",wind,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
116,"('all-year', 'all-week', 'afternoon')",electricity,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
117,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
118,"('all-year', 'all-week', 'afternoon')",CO2f,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
119,"('all-year', 'all-week', 'afternoon')",wind,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
120,"('all-year', 'all-week', 'early-peak')",electricity,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
121,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
122,"('all-year', 'all-week', 'early-peak')",CO2f,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
123,"('all-year', 'all-week', 'early-peak')",wind,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
124,"('all-year', 'all-week', 'early-peak')",electricity,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
125,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
126,"('all-year', 'all-week', 'early-peak')",CO2f,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
127,"('all-year', 'all-week', 'early-peak')",wind,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
128,"('all-year', 'all-week', 'late-peak')",electricity,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
129,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
130,"('all-year', 'all-week', 'late-peak')",CO2f,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
131,"('all-year', 'all-week', 'late-peak')",wind,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
132,"('all-year', 'all-week', 'late-peak')",electricity,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
133,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
134,"('all-year', 'all-week', 'late-peak')",CO2f,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
135,"('all-year', 'all-week', 'late-peak')",wind,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
136,"('all-year', 'all-week', 'evening')",electricity,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
137,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
138,"('all-year', 'all-week', 'evening')",CO2f,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
139,"('all-year', 'all-week', 'evening')",wind,R1,2020.00000000000,gasCCGT,2020.00000000000,A1,retrofit,power,0.00000000000
140,"('all-year', 'all-week', 'evening')",electricity,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
141,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
142,"('all-year', 'all-week', 'evening')",CO2f,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
143,"('all-year', 'all-week', 'evening')",wind,R1,2020.00000000000,windturbine,2020.00000000000,A1,retrofit,power,0.00000000000
144,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gassupply1,2020.00000000000,A1,retrofit,gas,0.00000000000
145,"('all-year', 'all-week', 'night')",CO2f,R1,2020.00000000000,gassupply1,2020.00000000000,A1,retrofit,gas,0.00000000000
146,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gassupply1,2020.00000000000,A1,retrofit,gas,0.00000000000
147,"('all-year', 'all-week', 'morning')",CO2f,R1,2020.00000000000,gassupply1,2020.00000000000,A1,retrofit,gas,0.00000000000
148,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gassupply1,2020.00000000000,A1,retrofit,gas,0.00000000000
149,"('all-year', 'all-week', 'afternoon')",CO2f,R1,2020.00000000000,gassupply1,2020.00000000000,A1,retrofit,gas,0.00000000000
150,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gassupply1,2020.00000000000,A1,retrofit,gas,0.00000000000
151,"('all-year', 'all-week', 'early-peak')",CO2f,R1,2020.00000000000,gassupply1,2020.00000000000,A1,retrofit,gas,0.00000000000
152,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gassupply1,2020.00000000000,A1,retrofit,gas,0.00000000000
153,"('all-year', 'all-week', 'late-peak')",CO2f,R1,2020.00000000000,gassupply1,2020.00000000000,A1,retrofit,gas,0.00000000000
154,"('all-year', 'all-week', 'evening')",gas,R1,2020.00000000000,gassupply1,2020.00000000000,A1,retrofit,gas,0.00000000000
155,"('all-year', 'all-week', 'evening')",CO2f,R1,2020.00000000000,gassupply1,2020.00000000000,A1,retrofit,gas,0.00000000000
156,"('all-year', 'all-week', 'night')",electricity,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
157,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.53998000000
158,"('all-year', 'all-week', 'night')",heat,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
159,"('all-year', 'all-week', 'night')",CO2f,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
160,"('all-year', 'all-week', 'night')",electricity,R1,2020.00000000000,heatpump,2025.00000000000,A1,retrofit,residential,0.11713333333
161,"('all-year', 'all-week', 'night')",gas,R1,2020.00000000000,heatpump,2025.00000000000,A1,retrofit,residential,0.00000000000
162,"('all-year', 'all-week', 'night')",heat,R1,2020.00000000000,heatpump,2025.00000000000,A1,retrofit,residential,0.00000000000
163,"('all-year', 'all-week', 'night')",CO2f,R1,2020.00000000000,heatpump,2025.00000000000,A1,retrofit,residential,0.00000000000
164,"('all-year', 'all-week', 'night')",electricity,R1,2025.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
165,"('all-year', 'all-week', 'night')",gas,R1,2025.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
166,"('all-year', 'all-week', 'night')",heat,R1,2025.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
167,"('all-year', 'all-week', 'night')",CO2f,R1,2025.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
168,"('all-year', 'all-week', 'morning')",electricity,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
169,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.80997000000
170,"('all-year', 'all-week', 'morning')",heat,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
171,"('all-year', 'all-week', 'morning')",CO2f,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
172,"('all-year', 'all-week', 'morning')",electricity,R1,2020.00000000000,heatpump,2025.00000000000,A1,retrofit,residential,0.17570000000
173,"('all-year', 'all-week', 'morning')",gas,R1,2020.00000000000,heatpump,2025.00000000000,A1,retrofit,residential,0.00000000000
174,"('all-year', 'all-week', 'morning')",heat,R1,2020.00000000000,heatpump,2025.00000000000,A1,retrofit,residential,0.00000000000
175,"('all-year', 'all-week', 'morning')",CO2f,R1,2020.00000000000,heatpump,2025.00000000000,A1,retrofit,residential,0.00000000000
176,"('all-year', 'all-week', 'morning')",electricity,R1,2025.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
177,"('all-year', 'all-week', 'morning')",gas,R1,2025.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
178,"('all-year', 'all-week', 'morning')",heat,R1,2025.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
179,"('all-year', 'all-week', 'morning')",CO2f,R1,2025.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
180,"('all-year', 'all-week', 'afternoon')",electricity,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
181,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.53998000000
182,"('all-year', 'all-week', 'afternoon')",heat,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
183,"('all-year', 'all-week', 'afternoon')",CO2f,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
184,"('all-year', 'all-week', 'afternoon')",electricity,R1,2020.00000000000,heatpump,2025.00000000000,A1,retrofit,residential,0.11713333333
185,"('all-year', 'all-week', 'afternoon')",gas,R1,2020.00000000000,heatpump,2025.00000000000,A1,retrofit,residential,0.00000000000
186,"('all-year', 'all-week', 'afternoon')",heat,R1,2020.00000000000,heatpump,2025.00000000000,A1,retrofit,residential,0.00000000000
187,"('all-year', 'all-week', 'afternoon')",CO2f,R1,2020.00000000000,heatpump,2025.00000000000,A1,retrofit,residential,0.00000000000
188,"('all-year', 'all-week', 'afternoon')",electricity,R1,2025.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
189,"('all-year', 'all-week', 'afternoon')",gas,R1,2025.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
190,"('all-year', 'all-week', 'afternoon')",heat,R1,2025.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
191,"('all-year', 'all-week', 'afternoon')",CO2f,R1,2025.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
192,"('all-year', 'all-week', 'early-peak')",electricity,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
193,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.80997000000
194,"('all-year', 'all-week', 'early-peak')",heat,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
195,"('all-year', 'all-week', 'early-peak')",CO2f,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
196,"('all-year', 'all-week', 'early-peak')",electricity,R1,2020.00000000000,heatpump,2025.00000000000,A1,retrofit,residential,0.17570000000
197,"('all-year', 'all-week', 'early-peak')",gas,R1,2020.00000000000,heatpump,2025.00000000000,A1,retrofit,residential,0.00000000000
198,"('all-year', 'all-week', 'early-peak')",heat,R1,2020.00000000000,heatpump,2025.00000000000,A1,retrofit,residential,0.00000000000
199,"('all-year', 'all-week', 'early-peak')",CO2f,R1,2020.00000000000,heatpump,2025.00000000000,A1,retrofit,residential,0.00000000000
200,"('all-year', 'all-week', 'early-peak')",electricity,R1,2025.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
201,"('all-year', 'all-week', 'early-peak')",gas,R1,2025.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
202,"('all-year', 'all-week', 'early-peak')",heat,R1,2025.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
203,"('all-year', 'all-week', 'early-peak')",CO2f,R1,2025.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
204,"('all-year', 'all-week', 'late-peak')",electricity,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
205,"('all-year', 'all-week', 'late-peak')",gas,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,1.61994000000
206,"('all-year', 'all-week', 'late-peak')",heat,R1,2020.00000000000,gasboiler,2025.00000000000,A1,retrofit,residential,0.00000000000
