,asset,year,region,installed,technology,capacity
212,14,2050,R2,2030,solarPV,5.71470000000
213,14,2054,R2,2030,solarPV,5.71470000000
214,14,2055,R2,2030,solarPV,5.71470000000
215,14,2059,R2,2030,solarPV,5.71470000000
227,15,2050,R2,2035,solarPV,7.85760000000
228,15,2054,R2,2035,solarPV,7.85760000000
229,15,2055,R2,2035,solarPV,7.85760000000
230,15,2059,R2,2035,solarPV,7.85760000000
231,15,2060,R2,2035,solarPV,7.85760000000
232,15,2064,R2,2035,solarPV,7.85760000000
242,16,2050,R2,2040,solarPV,5.71470000000
243,16,2054,R2,2040,solarPV,5.71470000000
244,16,2055,R2,2040,solarPV,5.71470000000
245,16,2059,R2,2040,solarPV,5.71470000000
246,16,2060,R2,2040,solarPV,5.71470000000
247,16,2064,R2,2040,solarPV,5.71470000000
248,16,2065,R2,2040,solarPV,5.71470000000
249,16,2069,R2,2040,solarPV,5.71470000000
257,17,2050,R2,2045,solarPV,15.71470000000
258,17,2054,R2,2045,solarPV,15.71470000000
259,17,2055,R2,2045,solarPV,15.71470000000
260,17,2059,R2,2045,solarPV,15.71470000000
261,17,2060,R2,2045,solarPV,15.71470000000
262,17,2064,R2,2045,solarPV,15.71470000000
263,17,2065,R2,2045,solarPV,15.71470000000
264,17,2069,R2,2045,solarPV,15.71470000000
265,17,2070,R2,2045,solarPV,15.71470000000
266,17,2074,R2,2045,solarPV,15.71470000000
272,18,2050,R2,2045,windturbine,5.60870000000
273,18,2054,R2,2045,windturbine,5.60870000000
274,18,2055,R2,2045,windturbine,5.60870000000
275,18,2059,R2,2045,windturbine,5.60870000000
276,18,2060,R2,2045,windturbine,5.60870000000
277,18,2064,R2,2045,windturbine,5.60870000000
278,18,2065,R2,2045,windturbine,5.60870000000
279,18,2069,R2,2045,windturbine,5.60870000000
280,18,2070,R2,2045,windturbine,5.60870000000
281,18,2074,R2,2045,windturbine,5.60870000000
289,19,2055,R2,2050,solarPV,4.07170000000
290,19,2059,R2,2050,solarPV,4.07170000000
291,19,2060,R2,2050,solarPV,4.07170000000
292,19,2064,R2,2050,solarPV,4.07170000000
293,19,2065,R2,2050,solarPV,4.07170000000
294,19,2069,R2,2050,solarPV,4.07170000000
295,19,2070,R2,2050,solarPV,4.07170000000
296,19,2074,R2,2050,solarPV,4.07170000000
297,19,2075,R2,2050,solarPV,4.07170000000
298,19,2079,R2,2050,solarPV,4.07170000000
