technology,region,agent,type,sector,capacity,year
gas_stove,R1,A1,retrofit,residential,18.73330000000,2024
gasboiler,R1,A1,retrofit,residential,6.00000000000,2024
heatpump,R1,A1,retrofit,residential,23.80000000000,2024
gas_stove,R2,A1,retrofit,residential,12.86670000000,2024
gasboiler,R2,A1,retrofit,residential,6.00000000000,2024
heatpump,R2,A1,retrofit,residential,23.80000000000,2024
gas_stove,R1,A2,retrofit,residential,18.73330000000,2024
gasboiler,R1,A2,retrofit,residential,6.00000000000,2024
heatpump,R1,A2,retrofit,residential,23.80000000000,2024
gas_stove,R2,A2,retrofit,residential,12.86670000000,2024
gasboiler,R2,A2,retrofit,residential,6.00000000000,2024
heatpump,R2,A2,retrofit,residential,23.80000000000,2024
gasCCGT,R1,A1,retrofit,power,1.00000000000,2024
windturbine,R1,A1,retrofit,power,59.75000000000,2024
gasCCGT,R2,A1,retrofit,power,1.00000000000,2024
windturbine,R2,A1,retrofit,power,59.75000000000,2024
gasCCGT,R1,A2,retrofit,power,1.00000000000,2024
windturbine,R1,A2,retrofit,power,59.75000000000,2024
gasCCGT,R2,A2,retrofit,power,1.00000000000,2024
windturbine,R2,A2,retrofit,power,59.75000000000,2024
gassupply1,R1,A1,retrofit,gas,42.94260000000,2024
gassupply1,R2,A1,retrofit,gas,33.46900000000,2024
gassupply1,R1,A2,retrofit,gas,42.94260000000,2024
gassupply1,R2,A2,retrofit,gas,33.46900000000,2024
gas_stove,R1,A1,retrofit,residential,19.30000000000,2026
gasboiler,R1,A1,retrofit,residential,2.50000000000,2026
heatpump,R1,A1,retrofit,residential,27.60000000000,2026
gas_stove,R2,A1,retrofit,residential,12.90000000000,2026
gasboiler,R2,A1,retrofit,residential,2.50000000000,2026
heatpump,R2,A1,retrofit,residential,27.60000000000,2026
gas_stove,R1,A2,retrofit,residential,19.30000000000,2026
gasboiler,R1,A2,retrofit,residential,2.50000000000,2026
heatpump,R1,A2,retrofit,residential,27.60000000000,2026
gas_stove,R2,A2,retrofit,residential,12.90000000000,2026
gasboiler,R2,A2,retrofit,residential,2.50000000000,2026
heatpump,R2,A2,retrofit,residential,27.60000000000,2026
windturbine,R1,A1,retrofit,power,59.75000000000,2026
windturbine,R2,A1,retrofit,power,59.75000000000,2026
windturbine,R1,A2,retrofit,power,59.75000000000,2026
windturbine,R2,A2,retrofit,power,59.75000000000,2026
gassupply1,R1,A1,retrofit,gas,41.63570000000,2026
gassupply1,R2,A1,retrofit,gas,25.96900000000,2026
gassupply1,R1,A2,retrofit,gas,41.63570000000,2026
gassupply1,R2,A2,retrofit,gas,25.96900000000,2026
gas_stove,R1,A1,retrofit,residential,17.86670000000,2028
heatpump,R1,A1,retrofit,residential,28.40000000000,2028
gas_stove,R2,A1,retrofit,residential,10.93330000000,2028
heatpump,R2,A1,retrofit,residential,28.40000000000,2028
gas_stove,R1,A2,retrofit,residential,17.86670000000,2028
heatpump,R1,A2,retrofit,residential,28.40000000000,2028
gas_stove,R2,A2,retrofit,residential,10.93330000000,2028
heatpump,R2,A2,retrofit,residential,28.40000000000,2028
windturbine,R1,A1,retrofit,power,59.75000000000,2028
windturbine,R2,A1,retrofit,power,59.75000000000,2028
windturbine,R1,A2,retrofit,power,59.75000000000,2028
windturbine,R2,A2,retrofit,power,59.75000000000,2028
gassupply1,R1,A1,retrofit,gas,37.88570000000,2028
gassupply1,R2,A1,retrofit,gas,25.96900000000,2028
gassupply1,R1,A2,retrofit,gas,37.88570000000,2028
gassupply1,R2,A2,retrofit,gas,25.96900000000,2028
gas_stove,R1,A1,retrofit,residential,28.60000000000,2030
heatpump,R1,A1,retrofit,residential,50.20000000000,2030
gas_stove,R2,A1,retrofit,residential,15.80000000000,2030
heatpump,R2,A1,retrofit,residential,50.20000000000,2030
gas_stove,R1,A2,retrofit,residential,28.60000000000,2030
heatpump,R1,A2,retrofit,residential,50.20000000000,2030
gas_stove,R2,A2,retrofit,residential,15.80000000000,2030
heatpump,R2,A2,retrofit,residential,50.20000000000,2030
windturbine,R1,A1,retrofit,power,112.22120000000,2030
windturbine,R2,A1,retrofit,power,112.22120000000,2030
windturbine,R1,A2,retrofit,power,112.22120000000,2030
windturbine,R2,A2,retrofit,power,112.22120000000,2030
gassupply1,R1,A1,retrofit,gas,88.57340000000,2030
gassupply1,R2,A1,retrofit,gas,42.86030000000,2030
gassupply1,R1,A2,retrofit,gas,88.57340000000,2030
gassupply1,R2,A2,retrofit,gas,42.86030000000,2030
gas_stove,R1,A1,retrofit,residential,23.06670000000,2032
heatpump,R1,A1,retrofit,residential,32.80000000000,2032
gas_stove,R2,A1,retrofit,residential,14.53330000000,2032
heatpump,R2,A1,retrofit,residential,32.80000000000,2032
gas_stove,R1,A2,retrofit,residential,23.06670000000,2032
heatpump,R1,A2,retrofit,residential,32.80000000000,2032
gas_stove,R2,A2,retrofit,residential,14.53330000000,2032
heatpump,R2,A2,retrofit,residential,32.80000000000,2032
windturbine,R1,A1,retrofit,power,112.22120000000,2032
windturbine,R2,A1,retrofit,power,112.22120000000,2032
windturbine,R1,A2,retrofit,power,112.22120000000,2032
windturbine,R2,A2,retrofit,power,112.22120000000,2032
gassupply1,R1,A1,retrofit,gas,81.07340000000,2032
gassupply1,R2,A1,retrofit,gas,35.36030000000,2032
gassupply1,R1,A2,retrofit,gas,81.07340000000,2032
gassupply1,R2,A2,retrofit,gas,35.36030000000,2032
gas_stove,R1,A1,retrofit,residential,25.13330000000,2034
heatpump,R1,A1,retrofit,residential,34.60000000000,2034
gas_stove,R2,A1,retrofit,residential,16.06670000000,2034
heatpump,R2,A1,retrofit,residential,34.60000000000,2034
gas_stove,R1,A2,retrofit,residential,25.13330000000,2034
heatpump,R1,A2,retrofit,residential,34.60000000000,2034
gas_stove,R2,A2,retrofit,residential,16.06670000000,2034
heatpump,R2,A2,retrofit,residential,34.60000000000,2034
windturbine,R1,A1,retrofit,power,112.22120000000,2034
windturbine,R2,A1,retrofit,power,112.22120000000,2034
windturbine,R1,A2,retrofit,power,112.22120000000,2034
windturbine,R2,A2,retrofit,power,112.22120000000,2034
gassupply1,R1,A1,retrofit,gas,81.07340000000,2034
gassupply1,R2,A1,retrofit,gas,35.36030000000,2034
gassupply1,R1,A2,retrofit,gas,81.07340000000,2034
gassupply1,R2,A2,retrofit,gas,35.36030000000,2034
gas_stove,R1,A1,retrofit,residential,23.20000000000,2036
heatpump,R1,A1,retrofit,residential,32.40000000000,2036
gas_stove,R2,A1,retrofit,residential,13.60000000000,2036
heatpump,R2,A1,retrofit,residential,32.40000000000,2036
gas_stove,R1,A2,retrofit,residential,23.20000000000,2036
heatpump,R1,A2,retrofit,residential,32.40000000000,2036
gas_stove,R2,A2,retrofit,residential,13.60000000000,2036
heatpump,R2,A2,retrofit,residential,32.40000000000,2036
windturbine,R1,A1,retrofit,power,112.22120000000,2036
windturbine,R2,A1,retrofit,power,112.22120000000,2036
windturbine,R1,A2,retrofit,power,112.22120000000,2036
windturbine,R2,A2,retrofit,power,112.22120000000,2036
gassupply1,R1,A1,retrofit,gas,81.07340000000,2036
gassupply1,R2,A1,retrofit,gas,35.36030000000,2036
gassupply1,R1,A2,retrofit,gas,81.07340000000,2036
gassupply1,R2,A2,retrofit,gas,35.36030000000,2036
gas_stove,R1,A1,retrofit,residential,33.93330000000,2038
heatpump,R1,A1,retrofit,residential,54.20000000000,2038
gas_stove,R2,A1,retrofit,residential,18.46670000000,2038
heatpump,R2,A1,retrofit,residential,54.20000000000,2038
gas_stove,R1,A2,retrofit,residential,33.93330000000,2038
heatpump,R1,A2,retrofit,residential,54.20000000000,2038
gas_stove,R2,A2,retrofit,residential,18.46670000000,2038
heatpump,R2,A2,retrofit,residential,54.20000000000,2038
windturbine,R1,A1,retrofit,power,125.72950000000,2038
windturbine,R2,A1,retrofit,power,125.72950000000,2038
windturbine,R1,A2,retrofit,power,125.72950000000,2038
windturbine,R2,A2,retrofit,power,125.72950000000,2038
gassupply1,R1,A1,retrofit,gas,93.80680000000,2038
gassupply1,R2,A1,retrofit,gas,41.56850000000,2038
gassupply1,R1,A2,retrofit,gas,93.80680000000,2038
gassupply1,R2,A2,retrofit,gas,41.56850000000,2038
gas_stove,R1,A1,retrofit,residential,28.40000000000,2040
heatpump,R1,A1,retrofit,residential,36.80000000000,2040
gas_stove,R2,A1,retrofit,residential,17.20000000000,2040
heatpump,R2,A1,retrofit,residential,36.80000000000,2040
gas_stove,R1,A2,retrofit,residential,28.40000000000,2040
heatpump,R1,A2,retrofit,residential,36.80000000000,2040
gas_stove,R2,A2,retrofit,residential,17.20000000000,2040
heatpump,R2,A2,retrofit,residential,36.80000000000,2040
windturbine,R1,A1,retrofit,power,125.72950000000,2040
windturbine,R2,A1,retrofit,power,125.72950000000,2040
windturbine,R1,A2,retrofit,power,125.72950000000,2040
windturbine,R2,A2,retrofit,power,125.72950000000,2040
gassupply1,R1,A1,retrofit,gas,93.80680000000,2040
gassupply1,R2,A1,retrofit,gas,41.56850000000,2040
gassupply1,R1,A2,retrofit,gas,93.80680000000,2040
gassupply1,R2,A2,retrofit,gas,41.56850000000,2040
