commodity,day,hour,month,region,supply,timeslice,units_prices,year
electricity,all-week,night,all-year,r1,0.4132,0,MUS$2010/PJ,2030
gas,all-week,night,all-year,r1,0.7351,0,MUS$2010/PJ,2030
heat,all-week,night,all-year,r1,1.6667,0,MUS$2010/PJ,2030
CO2f,all-week,night,all-year,r1,41.0055,0,MUS$2010/kt,2030
electricity,all-week,morning,all-year,r1,0.6198,1,MUS$2010/PJ,2030
gas,all-week,morning,all-year,r1,1.2922,1,MUS$2010/PJ,2030
heat,all-week,morning,all-year,r1,2.5000,1,MUS$2010/PJ,2030
CO2f,all-week,morning,all-year,r1,71.9166,1,MUS$2010/kt,2030
electricity,all-week,afternoon,all-year,r1,0.4132,2,MUS$2010/PJ,2030
gas,all-week,afternoon,all-year,r1,0.7351,2,MUS$2010/PJ,2030
heat,all-week,afternoon,all-year,r1,1.6667,2,MUS$2010/PJ,2030
CO2f,all-week,afternoon,all-year,r1,41.0055,2,MUS$2010/kt,2030
electricity,all-week,early-peak,all-year,r1,0.6198,3,MUS$2010/PJ,2030
gas,all-week,early-peak,all-year,r1,1.2922,3,MUS$2010/PJ,2030
heat,all-week,early-peak,all-year,r1,2.5000,3,MUS$2010/PJ,2030
CO2f,all-week,early-peak,all-year,r1,71.9166,3,MUS$2010/kt,2030
electricity,all-week,late-peak,all-year,r1,1.2396,4,MUS$2010/PJ,2030
gas,all-week,late-peak,all-year,r1,3.4299,4,MUS$2010/PJ,2030
heat,all-week,late-peak,all-year,r1,5.0000,4,MUS$2010/PJ,2030
CO2f,all-week,late-peak,all-year,r1,190.2411,4,MUS$2010/kt,2030
electricity,all-week,evening,all-year,r1,0.8264,5,MUS$2010/PJ,2030
gas,all-week,evening,all-year,r1,2.0048,5,MUS$2010/PJ,2030
heat,all-week,evening,all-year,r1,3.3333,5,MUS$2010/PJ,2030
CO2f,all-week,evening,all-year,r1,111.3581,5,MUS$2010/kt,2030
electricity,all-week,night,all-year,r1,0.8000,0,MUS$2010/PJ,2035
heat,all-week,night,all-year,r1,2.0000,0,MUS$2010/PJ,2035
electricity,all-week,morning,all-year,r1,1.2000,1,MUS$2010/PJ,2035
heat,all-week,morning,all-year,r1,3.0000,1,MUS$2010/PJ,2035
electricity,all-week,afternoon,all-year,r1,0.8000,2,MUS$2010/PJ,2035
heat,all-week,afternoon,all-year,r1,2.0000,2,MUS$2010/PJ,2035
electricity,all-week,early-peak,all-year,r1,1.2000,3,MUS$2010/PJ,2035
heat,all-week,early-peak,all-year,r1,3.0000,3,MUS$2010/PJ,2035
electricity,all-week,late-peak,all-year,r1,2.4000,4,MUS$2010/PJ,2035
gas,all-week,late-peak,all-year,r1,1.2247,4,MUS$2010/PJ,2035
heat,all-week,late-peak,all-year,r1,6.0000,4,MUS$2010/PJ,2035
CO2f,all-week,late-peak,all-year,r1,67.2247,4,MUS$2010/kt,2035
electricity,all-week,evening,all-year,r1,1.6000,5,MUS$2010/PJ,2035
heat,all-week,evening,all-year,r1,4.0000,5,MUS$2010/PJ,2035
electricity,all-week,night,all-year,r1,0.9333,0,MUS$2010/PJ,2040
heat,all-week,night,all-year,r1,2.3333,0,MUS$2010/PJ,2040
electricity,all-week,morning,all-year,r1,1.4000,1,MUS$2010/PJ,2040
heat,all-week,morning,all-year,r1,3.5000,1,MUS$2010/PJ,2040
electricity,all-week,afternoon,all-year,r1,0.9333,2,MUS$2010/PJ,2040
heat,all-week,afternoon,all-year,r1,2.3333,2,MUS$2010/PJ,2040
electricity,all-week,early-peak,all-year,r1,1.4000,3,MUS$2010/PJ,2040
heat,all-week,early-peak,all-year,r1,3.5000,3,MUS$2010/PJ,2040
electricity,all-week,late-peak,all-year,r1,2.8000,4,MUS$2010/PJ,2040
gas,all-week,late-peak,all-year,r1,1.2247,4,MUS$2010/PJ,2040
heat,all-week,late-peak,all-year,r1,7.0000,4,MUS$2010/PJ,2040
CO2f,all-week,late-peak,all-year,r1,67.2247,4,MUS$2010/kt,2040
electricity,all-week,evening,all-year,r1,1.8667,5,MUS$2010/PJ,2040
heat,all-week,evening,all-year,r1,4.6667,5,MUS$2010/PJ,2040
electricity,all-week,night,all-year,r1,1.0667,0,MUS$2010/PJ,2045
heat,all-week,night,all-year,r1,2.6667,0,MUS$2010/PJ,2045
electricity,all-week,morning,all-year,r1,1.6000,1,MUS$2010/PJ,2045
heat,all-week,morning,all-year,r1,4.0000,1,MUS$2010/PJ,2045
electricity,all-week,afternoon,all-year,r1,1.0667,2,MUS$2010/PJ,2045
heat,all-week,afternoon,all-year,r1,2.6667,2,MUS$2010/PJ,2045
electricity,all-week,early-peak,all-year,r1,1.6000,3,MUS$2010/PJ,2045
heat,all-week,early-peak,all-year,r1,4.0000,3,MUS$2010/PJ,2045
electricity,all-week,late-peak,all-year,r1,3.2000,4,MUS$2010/PJ,2045
gas,all-week,late-peak,all-year,r1,1.2247,4,MUS$2010/PJ,2045
heat,all-week,late-peak,all-year,r1,8.0000,4,MUS$2010/PJ,2045
CO2f,all-week,late-peak,all-year,r1,67.2247,4,MUS$2010/kt,2045
electricity,all-week,evening,all-year,r1,2.1333,5,MUS$2010/PJ,2045
heat,all-week,evening,all-year,r1,5.3333,5,MUS$2010/PJ,2045
electricity,all-week,night,all-year,r1,1.2000,0,MUS$2010/PJ,2050
heat,all-week,night,all-year,r1,3.0000,0,MUS$2010/PJ,2050
electricity,all-week,morning,all-year,r1,1.8000,1,MUS$2010/PJ,2050
heat,all-week,morning,all-year,r1,4.5000,1,MUS$2010/PJ,2050
electricity,all-week,afternoon,all-year,r1,1.2000,2,MUS$2010/PJ,2050
heat,all-week,afternoon,all-year,r1,3.0000,2,MUS$2010/PJ,2050
electricity,all-week,early-peak,all-year,r1,1.8000,3,MUS$2010/PJ,2050
heat,all-week,early-peak,all-year,r1,4.5000,3,MUS$2010/PJ,2050
electricity,all-week,late-peak,all-year,r1,3.6000,4,MUS$2010/PJ,2050
gas,all-week,late-peak,all-year,r1,1.2247,4,MUS$2010/PJ,2050
heat,all-week,late-peak,all-year,r1,9.0000,4,MUS$2010/PJ,2050
CO2f,all-week,late-peak,all-year,r1,67.2247,4,MUS$2010/kt,2050
electricity,all-week,evening,all-year,r1,2.4000,5,MUS$2010/PJ,2050
heat,all-week,evening,all-year,r1,6.0000,5,MUS$2010/PJ,2050
