agent,capacity,dst_region,installed,region,sector,technology,type,year
A2,3.00000000000,R1,2025,R1,power,gasCCGT,newcapa,2040
A2,4.06250000000,R1,2025,R1,power,solarPV,newcapa,2040
A2,1.50000000000,R1,2030,R1,power,solarPV,newcapa,2040
A2,3.00000000000,R1,2035,R1,power,solarPV,newcapa,2040
A2,4.18750000000,R1,2020,R1,power,windturbine,newcapa,2040
A1,1.26000000000,R1,2025,R1,gas,gassupply1,newcapa,2040
A1,4.20550000000,R1,2030,R1,gas,gassupply1,newcapa,2040
A2,1.26000000000,R1,2025,R1,gas,gassupply1,newcapa,2040
A2,4.20550000000,R1,2030,R1,gas,gassupply1,newcapa,2040
A1,8.50000000000,R1,2035,R1,residential,heatpump,newcapa,2045
A1,15.50000000000,R1,2040,R1,residential,heatpump,newcapa,2045
A2,8.50000000000,R1,2035,R1,residential,heatpump,newcapa,2045
A2,15.50000000000,R1,2040,R1,residential,heatpump,newcapa,2045
A1,3.00000000000,R1,2025,R1,power,gasCCGT,newcapa,2045
A1,4.06250000000,R1,2025,R1,power,solarPV,newcapa,2045
A1,1.50000000000,R1,2030,R1,power,solarPV,newcapa,2045
A1,3.00000000000,R1,2035,R1,power,solarPV,newcapa,2045
A1,3.00000000000,R1,2040,R1,power,solarPV,newcapa,2045
A1,4.18750000000,R1,2020,R1,power,windturbine,newcapa,2045
A2,3.00000000000,R1,2025,R1,power,gasCCGT,newcapa,2045
A2,4.06250000000,R1,2025,R1,power,solarPV,newcapa,2045
A2,1.50000000000,R1,2030,R1,power,solarPV,newcapa,2045
A2,3.00000000000,R1,2035,R1,power,solarPV,newcapa,2045
A2,3.00000000000,R1,2040,R1,power,solarPV,newcapa,2045
A2,4.18750000000,R1,2020,R1,power,windturbine,newcapa,2045
A1,1.26000000000,R1,2025,R1,gas,gassupply1,newcapa,2045
A1,4.20550000000,R1,2030,R1,gas,gassupply1,newcapa,2045
A2,1.26000000000,R1,2025,R1,gas,gassupply1,newcapa,2045
A2,4.20550000000,R1,2030,R1,gas,gassupply1,newcapa,2045
A1,15.50000000000,R1,2040,R1,residential,heatpump,newcapa,2050
A1,11.50000000000,R1,2045,R1,residential,heatpump,newcapa,2050
A2,15.50000000000,R1,2040,R1,residential,heatpump,newcapa,2050
A2,11.50000000000,R1,2045,R1,residential,heatpump,newcapa,2050
A1,3.00000000000,R1,2025,R1,power,gasCCGT,newcapa,2050
A1,4.06250000000,R1,2025,R1,power,solarPV,newcapa,2050
A1,1.50000000000,R1,2030,R1,power,solarPV,newcapa,2050
A1,3.00000000000,R1,2035,R1,power,solarPV,newcapa,2050
A1,3.00000000000,R1,2040,R1,power,solarPV,newcapa,2050
A1,8.68750000000,R1,2045,R1,power,solarPV,newcapa,2050
A2,3.00000000000,R1,2025,R1,power,gasCCGT,newcapa,2050
A2,4.06250000000,R1,2025,R1,power,solarPV,newcapa,2050
A2,1.50000000000,R1,2030,R1,power,solarPV,newcapa,2050
A2,3.00000000000,R1,2035,R1,power,solarPV,newcapa,2050
A2,3.00000000000,R1,2040,R1,power,solarPV,newcapa,2050
A2,8.68750000000,R1,2045,R1,power,solarPV,newcapa,2050
A1,1.26000000000,R1,2025,R1,gas,gassupply1,newcapa,2050
A1,4.20550000000,R1,2030,R1,gas,gassupply1,newcapa,2050
A2,1.26000000000,R1,2025,R1,gas,gassupply1,newcapa,2050
A2,4.20550000000,R1,2030,R1,gas,gassupply1,newcapa,2050
