agent,capacity,dst_region,installed,region,sector,technology,type,year
A2,2.86670000000,R1,2035,R1,power,solarPV,newcapa,2040
A2,1.81250000000,R1,2020,R1,power,windturbine,newcapa,2040
A1,2.23230000000,R1,2020,R1,gas,gassupply1,newcapa,2040
A1,3.94380000000,R1,2025,R1,gas,gassupply1,newcapa,2040
A1,5.44990000000,R1,2030,R1,gas,gassupply1,newcapa,2040
A1,0.00790000000,R1,2035,R1,gas,gassupply1,newcapa,2040
A2,2.23230000000,R1,2020,R1,gas,gassupply1,newcapa,2040
A2,3.94380000000,R1,2025,R1,gas,gassupply1,newcapa,2040
A2,5.44990000000,R1,2030,R1,gas,gassupply1,newcapa,2040
A2,0.00790000000,R1,2035,R1,gas,gassupply1,newcapa,2040
A1,8.50000000000,R1,2035,R1,residential,heatpump,newcapa,2045
A1,15.50000000000,R1,2040,R1,residential,heatpump,newcapa,2045
A2,8.50000000000,R1,2035,R1,residential,heatpump,newcapa,2045
A2,15.50000000000,R1,2040,R1,residential,heatpump,newcapa,2045
A1,0.80560000000,R1,2020,R1,power,gasCCGT,newcapa,2045
A1,3.75000000000,R1,2025,R1,power,gasCCGT,newcapa,2045
A1,0.34170000000,R1,2030,R1,power,solarPV,newcapa,2045
A1,1.70830000000,R1,2035,R1,power,solarPV,newcapa,2045
A1,6.10000000000,R1,2040,R1,power,solarPV,newcapa,2045
A1,0.65830000000,R1,2035,R1,power,windturbine,newcapa,2045
A2,8.43750000000,R1,2025,R1,power,solarPV,newcapa,2045
A2,1.02500000000,R1,2030,R1,power,solarPV,newcapa,2045
A2,2.86670000000,R1,2035,R1,power,solarPV,newcapa,2045
A2,6.10000000000,R1,2040,R1,power,solarPV,newcapa,2045
A2,1.81250000000,R1,2020,R1,power,windturbine,newcapa,2045
A1,2.23230000000,R1,2020,R1,gas,gassupply1,newcapa,2045
A1,3.94380000000,R1,2025,R1,gas,gassupply1,newcapa,2045
A1,5.44990000000,R1,2030,R1,gas,gassupply1,newcapa,2045
A1,0.00790000000,R1,2035,R1,gas,gassupply1,newcapa,2045
A2,2.23230000000,R1,2020,R1,gas,gassupply1,newcapa,2045
A2,3.94380000000,R1,2025,R1,gas,gassupply1,newcapa,2045
A2,5.44990000000,R1,2030,R1,gas,gassupply1,newcapa,2045
A2,0.00790000000,R1,2035,R1,gas,gassupply1,newcapa,2045
A1,15.50000000000,R1,2040,R1,residential,heatpump,newcapa,2050
A1,11.50000000000,R1,2045,R1,residential,heatpump,newcapa,2050
A2,15.50000000000,R1,2040,R1,residential,heatpump,newcapa,2050
A2,11.50000000000,R1,2045,R1,residential,heatpump,newcapa,2050
A1,0.80560000000,R1,2020,R1,power,gasCCGT,newcapa,2050
A1,3.75000000000,R1,2025,R1,power,gasCCGT,newcapa,2050
A1,0.34170000000,R1,2030,R1,power,solarPV,newcapa,2050
A1,1.70830000000,R1,2035,R1,power,solarPV,newcapa,2050
A1,6.10000000000,R1,2040,R1,power,solarPV,newcapa,2050
A1,3.00000000000,R1,2045,R1,power,solarPV,newcapa,2050
A1,0.65830000000,R1,2035,R1,power,windturbine,newcapa,2050
A2,8.43750000000,R1,2025,R1,power,solarPV,newcapa,2050
A2,1.02500000000,R1,2030,R1,power,solarPV,newcapa,2050
A2,2.86670000000,R1,2035,R1,power,solarPV,newcapa,2050
A2,6.10000000000,R1,2040,R1,power,solarPV,newcapa,2050
A2,8.25630000000,R1,2045,R1,power,solarPV,newcapa,2050
A1,2.23230000000,R1,2020,R1,gas,gassupply1,newcapa,2050
A1,3.94380000000,R1,2025,R1,gas,gassupply1,newcapa,2050
A1,5.44990000000,R1,2030,R1,gas,gassupply1,newcapa,2050
A1,0.00790000000,R1,2035,R1,gas,gassupply1,newcapa,2050
A2,2.23230000000,R1,2020,R1,gas,gassupply1,newcapa,2050
A2,3.94380000000,R1,2025,R1,gas,gassupply1,newcapa,2050
A2,5.44990000000,R1,2030,R1,gas,gassupply1,newcapa,2050
A2,0.00790000000,R1,2035,R1,gas,gassupply1,newcapa,2050
